1282596	Wobkent Rayoni	40	3	A	ADM3	UZ	Europe/Zaporozhye
8336490	Mela	428051	2110461	T	HLL	XK	Europe/Belgrade
8336491	Roga e Minit	4278692	2110547	T	SPUR	XK	Europe/Belgrade
8336560	Pronaj Mahala	4276139	2105128	P	PPL	XK	Europe/Belgrade
8336561	Adzajska Mahala	427535	2104749	P	PPL	XK	Europe/Belgrade
8336562	Saljak Mahala	4276226	2103269	P	PPL	XK	Europe/Belgrade
8336567	Cak Mahala	4276821	210329	P	PPL	XK	Europe/Belgrade
8336568	Valja	4275438	2100823	L	AREA	XK	Europe/Belgrade
8336569	Veliko Polje	4276323	2101837	L	FLD	XK	Europe/Belgrade
8336570	Rafs	4277154	21012	L	AREA	XK	Europe/Belgrade
8336571	Suva Reka	4277664	2100776	L	AREA	XK	Europe/Belgrade
8336572	Rosulja	4277773	2102279	L	AREA	XK	Europe/Belgrade
8336573	Vukojevo Brdo	4283144	2106161	T	SPUR	XK	Europe/Belgrade
8336574	Vise Kule	4279423	2100978	L	AREA	XK	Europe/Belgrade
8336575	Samarica	428265	2101923	T	HLL	XK	Europe/Belgrade
8336576	Velike Njive	4275224	2111358	L	FLD	XK	Europe/Belgrade
8336577	Veliki Potok	4285466	2109533	H	STMI	XK	Europe/Belgrade
8336578	Delbiste	4275364	210246	H	STM	XK	Europe/Belgrade
8336609	Proni i Hisenit	4277822	2108849	H	STMI	XK	Europe/Belgrade
8336642	Crvena Reka	4277076	2100302	H	STM	XK	Europe/Belgrade
8337254	Jezero	428479	2103204	H	STMI	XK	Europe/Belgrade
8337255	Crkveni Potok	4285306	2105502	H	STMI	XK	Europe/Belgrade
8337301	Proni i Kec	4279837	2107101	H	STMI	XK	Europe/Belgrade
8337302	Srednji Potok	427698	2106797	H	STMI	XK	Europe/Belgrade
8340104	Veliki Potok	4279872	2107379	H	STMI	XK	Europe/Belgrade
8342004	Mackin Kamen	4282443	2109459	T	MT	XK	Europe/Belgrade
8342084	Rogat	4286584	2107778	T	MT	XK	Europe/Belgrade
8346190	Pode	4286715	2109779	T	HLL	XK	Europe/Belgrade
8346270	Aradinaj Mahala	4275701	2104395	P	PPL	XK	Europe/Belgrade
8346271	Kodra Grac	4275215	2106809	T	SPUR	XK	Europe/Belgrade
8346304	Piskavica	4276605	21001	L	AREA	XK	Europe/Belgrade
8346365	Gubetinska Njiva	4283046	2109469	L	FLD	XK	Europe/Belgrade
8358919	Reka	4292064	2117442	P	PPL	XK	Europe/Belgrade
8359937	Cuka	4285087	2099595	T	HLL	XK	Europe/Belgrade
8373804	Vrbovci	4286358	2113588	T	HLL	XK	Europe/Belgrade
8373859	Lahovici	4286808	2117391	P	PPL	XK	Europe/Belgrade
8373907	Vokri Mahala	4286774	2120657	P	PPL	XK	Europe/Belgrade
8373908	Besni Prag	4285613	2120797	L	LCTY	XK	Europe/Belgrade
8374077	Dubnicka Reka	4282702	2118114	H	STMI	XK	Europe/Belgrade
8374129	Spat	4284278	2120788	T	SLP	XK	Europe/Belgrade
8374141	Statovci	4283767	2123272	P	PPL	XK	Europe/Belgrade
8374191	Dumoski Breg	428516	2122551	T	HLL	XK	Europe/Belgrade
8374213	Velike Livade	4287183	2124453	L	FLD	XK	Europe/Belgrade
8374214	Livade	4284498	2123527	L	FLD	XK	Europe/Belgrade
8374215	Bara	4281338	2118307	H	STMI	XK	Europe/Belgrade
8374216	Delbiste	4283676	2122462	H	STMI	XK	Europe/Belgrade
8374217	Radujevac	4284091	2122401	P	PPL	XK	Europe/Belgrade
8374218	Sadikov Potok	4283392	212459	H	STMI	XK	Europe/Belgrade
8374219	Roga e Male	4281584	21232	T	HLL	XK	Europe/Belgrade
8374268	Bara Mahala	4277444	2119528	P	PPL	XK	Europe/Belgrade
8374269	Suka	4277392	2118884	T	HLL	XK	Europe/Belgrade
8374270	Perenika	4277914	2117966	P	PPL	XK	Europe/Belgrade
8374281	Pod	4281811	2124164	L	LCTY	XK	Europe/Belgrade
8374289	Ljace	4282121	2123566	L	LCTY	XK	Europe/Belgrade
8374293	Vanovac	4278466	2120777	P	PPL	XK	Europe/Belgrade
8374298	Vanovacki Potok	4280155	2120052	H	STMI	XK	Europe/Belgrade
8374308	Begovic Mahala	4280183	2122018	P	PPL	XK	Europe/Belgrade
8374309	Tanovic Mahala	4280734	2123321	P	PPL	XK	Europe/Belgrade
8374310	Kodra	427677	2123895	T	HLL	XK	Europe/Belgrade
8374311	Aljsic Mahala	4276379	2124087	P	PPL	XK	Europe/Belgrade
8374312	Bulo Breg	4277238	21243	T	SPUR	XK	Europe/Belgrade
8374313	Kolic	4277407	2122887	H	STM	XK	Europe/Belgrade
8374314	Dugacko Brdo	4278232	2123921	T	HLL	XK	Europe/Belgrade
8374315	Aljsic Mahala	427884	2122955	P	PPL	XK	Europe/Belgrade
8374316	Veliki Breg	4281498	2121653	T	HLL	XK	Europe/Belgrade
8374360	Vrbovac	4276847	2113864	P	PPL	XK	Europe/Belgrade
8374361	Visoka Njiva	4285706	2124002	L	FLD	XK	Europe/Belgrade
8374362	Sokoljska Mahala	4283589	2119064	P	PPL	XK	Europe/Belgrade
8374363	Stublak	4283051	2117519	P	PPL	XK	Europe/Belgrade
8374364	Zarc	4276951	2117858	T	HLL	XK	Europe/Belgrade
8374411	Fusa e Sarbanit	4275711	2121168	L	FLD	XK	Europe/Belgrade
8374412	Fusa e Rimanistes	4276309	2120561	L	FLD	XK	Europe/Belgrade
8374413	Kodra e Bes	427654	2116966	T	HLL	XK	Europe/Belgrade
8374416	Spatina	4277236	211278	T	SLP	XK	Europe/Belgrade
8374421	Ljugu i Podadzive	4277664	2114829	H	STM	XK	Europe/Belgrade
8374422	Podadzija	427794	211253	L	FLD	XK	Europe/Belgrade
8374426	Kodra e Mreht	4282964	2114158	T	HLL	XK	Europe/Belgrade
8374427	Krs	4283195	2112533	T	HLL	XK	Europe/Belgrade
8374428	Zakuka	4283032	2121387	L	FLD	XK	Europe/Belgrade
8374429	Barske Njive	428188	2119659	L	FLD	XK	Europe/Belgrade
8374685	Huna e Ljugut	4282439	2113809	T	VAL	XK	Europe/Belgrade
8374686	Ljugu i Nunces	428245	2113537	T	VAL	XK	Europe/Belgrade
8374740	Klisura	4280845	2112589	T	VAL	XK	Europe/Belgrade
8374756	Ljugu i Sabanit	4278551	2115132	H	STMI	XK	Europe/Belgrade
8374781	Kodra e Eljezit	4281245	2114483	T	HLL	XK	Europe/Belgrade
8374786	Ljugu i Karaosmanit	4280158	2114539	H	STM	XK	Europe/Belgrade
8374794	Donje Ravni	4280887	2113956	L	FLD	XK	Europe/Belgrade
8374823	Proni i Mal	427666	2113854	H	STM	XK	Europe/Belgrade
8374845	Veliki Jarac	4275514	2117828	T	HLL	XK	Europe/Belgrade
8374846	Mali Jarac	4275366	2118586	T	HLL	XK	Europe/Belgrade
8374847	Mala Suka	4275671	2120428	T	MT	XK	Europe/Belgrade
8374848	Stara Pleca	4275337	211924	L	LCTY	XK	Europe/Belgrade
8374849	Velika Suka	4275448	2120586	T	MT	XK	Europe/Belgrade
8374871	Kodra e Ljivadit	4280527	2123826	T	HLL	XK	Europe/Belgrade
8374872	Kolibagija	4285093	2118352	P	PPLL	XK	Europe/Belgrade
8374873	Burinacki Potok	4284612	2118122	H	STMI	XK	Europe/Belgrade
8374876	Ahista	4285215	2112599	T	SLP	XK	Europe/Belgrade
8374880	Kodra e Kises	4276421	2123152	T	SPUR	XK	Europe/Belgrade
8374882	Proni i Alabakut	4279029	2121872	H	STM	XK	Europe/Belgrade
8374910	Kodra e Voces	4282927	2116106	T	HLL	XK	Europe/Belgrade
8374912	Arifova Vodenica	4283141	2118924	S	MLWTR	XK	Europe/Belgrade
8374917	Sarbanska Reka	4276176	2122375	H	STM	XK	Europe/Belgrade
8375844	Hajdinova Vodenica	4275987	211752	S	MLWTR	XK	Europe/Belgrade
8375849	Mustafina Vodenica	4276174	2118012	S	MLWTR	XK	Europe/Belgrade
8375856	Kalnur	4276265	2119379	T	HLL	XK	Europe/Belgrade
8376030	Ahiste	4284578	2114362	T	SPUR	XK	Europe/Belgrade
8376031	Sator	4286326	2112523	L	LCTY	XK	Europe/Belgrade
8376035	Glog	4287159	2122634	L	LCTY	XK	Europe/Belgrade
8376036	Vlasovo	4279964	2118145	P	PPLL	XK	Europe/Belgrade
8376037	Ajdarova Vodenica	4275467	2124247	S	MLWTR	XK	Europe/Belgrade
8379302	Zymerdan	4258317	2023501	T	MT	XK	Europe/Belgrade
8379306	Kalaja e Adem Rrustemaj	4257588	2023455	S	CSTL	XK	Europe/Belgrade
8379335	Kroni i Skolles	4257806	2029345	L	PRK	XK	Europe/Belgrade
8379336	Varresat e Reja	4257262	2028986	L	PRK	XK	Europe/Belgrade
8394484	Muhadzer Mahala	4286748	2127334	P	PPL	XK	Europe/Belgrade
8395262	Fusa e Boges	4287318	2125287	L	FLD	XK	Europe/Belgrade
8395306	Ladovacko Brdo	4287185	2126061	T	HLL	XK	Europe/Belgrade
8395307	Stanicno Brdo	4287001	2126567	T	HLL	XK	Europe/Belgrade
8395316	Ledina	4286195	2125481	P	PPLL	XK	Europe/Belgrade
8395317	Grobnicko Polje	4285039	1	L	FLD	XK	Europe/Belgrade
8395467	Gurista	4285578	2127321	T	SPUR	XK	Europe/Belgrade
8395517	Hilec	4284092	2125176	L	LCTY	XK	Europe/Belgrade
8395528	Orbija	4282591	2124697	T	HLL	XK	Europe/Belgrade
8395529	Koljika	4282009	2125078	L	LCTY	XK	Europe/Belgrade
8395530	Batlavska Reka	4282864	2127294	H	STM	XK	Europe/Belgrade
8395566	Zakuka	4283551	2126249	P	PPLL	XK	Europe/Belgrade
8395567	Martetov Vrh	4284074	2126955	T	HLL	XK	Europe/Belgrade
8395568	Malji i Dzacit	4283629	2127344	T	SPUR	XK	Europe/Belgrade
8395569	Roga e Ljove	4282317	2125998	T	SPUR	XK	Europe/Belgrade
8395570	Zlapusa	4282034	2127285	L	LCTY	XK	Europe/Belgrade
8395571	Roga e Fort	4281773	2126536	T	HLL	XK	Europe/Belgrade
8395572	Sponca	4282816	2125679	H	STM	XK	Europe/Belgrade
8395573	Guri i Kec	4280987	212611	T	HLL	XK	Europe/Belgrade
8395574	Darista	4279576	2125801	P	PPLL	XK	Europe/Belgrade
8395575	Tumi i Ljicenit	4281776	212759	T	HLL	XK	Europe/Belgrade
8395576	Rukvac Mahala	4281581	2127921	P	PPL	XK	Europe/Belgrade
8395577	Roga e Cerkezit	4282043	2128931	T	SLP	XK	Europe/Belgrade
8395642	Macan Mahala	4286465	2129426	P	PPL	XK	Europe/Belgrade
8395643	Kaculj	4286887	2130776	T	HLL	XK	Europe/Belgrade
8395644	Rezja e Zabeljit	4287113	2131615	T	MT	XK	Europe/Belgrade
8395645	Rezja	4286304	2131175	T	HLL	XK	Europe/Belgrade
8395646	Dervis Mahala	4286154	2131966	P	PPL	XK	Europe/Belgrade
8395647	Maja e Gropes	4286011	2132384	T	HLL	XK	Europe/Belgrade
8395649	Surjek	4285828	2129509	T	SPUR	XK	Europe/Belgrade
8395651	Mascori	4285348	212863	T	HLL	XK	Europe/Belgrade
8395652	Ara e Skaut	4284638	2129715	L	LCTY	XK	Europe/Belgrade
8395653	Mala Cuka	4284587	2132228	T	HLL	XK	Europe/Belgrade
8395680	Veliki Zabel	428373	2129142	L	LCTY	XK	Europe/Belgrade
8395681	Cardak	4283889	213009	T	SPUR	XK	Europe/Belgrade
8395682	Gurzaja	4284453	2130474	T	HLL	XK	Europe/Belgrade
8395683	Ljejfista	4285363	2129857	T	SPUR	XK	Europe/Belgrade
8395684	Kodra Macan	4286884	2129488	T	HLL	XK	Europe/Belgrade
8395685	Koriz	4282906	2130724	T	SPUR	XK	Europe/Belgrade
8395686	Rafsina	4282498	2131524	T	SPUR	XK	Europe/Belgrade
8395687	Rezja e Kece	4282257	2131952	T	SPUR	XK	Europe/Belgrade
8395688	Kric	4281992	2133422	T	HLL	XK	Europe/Belgrade
8395689	Gurina	4282641	2132977	T	SLP	XK	Europe/Belgrade
8395690	Dolovina	4282371	2134145	P	PPLL	XK	Europe/Belgrade
8396089	Goles	4282182	213511	T	HLL	XK	Europe/Belgrade
8396090	Vlajkovo Polje	4282382	2135765	L	LCTY	XK	Europe/Belgrade
8396091	Duboki Potok	4281674	2136029	H	STMI	XK	Europe/Belgrade
8396092	Limovo Polje	4283074	2135598	T	SLP	XK	Europe/Belgrade
8396093	Milojkovo Brdo	4283171	2134526	T	SPUR	XK	Europe/Belgrade
8396094	Kumular	4283853	2135155	T	HLL	XK	Europe/Belgrade
8396095	Rudina	4284023	2136072	P	PPLL	XK	Europe/Belgrade
8396096	Bregu i Koljes	4285258	2136603	T	HLL	XK	Europe/Belgrade
8396097	Cuka e Majes	4286247	2136171	T	MT	XK	Europe/Belgrade
8396122	Plugiste	4285627	2135495	P	PPLL	XK	Europe/Belgrade
8396123	Kodra e Rusit	428531	213475	T	HLL	XK	Europe/Belgrade
8396124	Cafa e Zarit	4285215	2134192	T	PASS	XK	Europe/Belgrade
8396125	Azenovica Brdo	4284899	2133159	T	HLL	XK	Europe/Belgrade
8396126	Savin Breg	4284128	2133372	T	HLL	XK	Europe/Belgrade
8396127	Kamerovo Brdo	4283558	2133429	T	HLL	XK	Europe/Belgrade
8396130	Kondovic Mahala	4284248	2134555	P	PPL	XK	Europe/Belgrade
8396131	Rezja	4285879	2133836	T	SLP	XK	Europe/Belgrade
8396132	Pljepiste	4286556	2135456	L	LCTY	XK	Europe/Belgrade
8396133	Jezero	4287414	213567	T	HLL	XK	Europe/Belgrade
8396134	Velike Utrine	4286904	2134336	L	LCTY	XK	Europe/Belgrade
8396135	Stanojeva Cuka	4286704	2133771	T	HLL	XK	Europe/Belgrade
8396136	Beli Grad	4286789	2132556	T	SPUR	XK	Europe/Belgrade
8396137	Kodra Ljisaj	428735	2129131	T	HLL	XK	Europe/Belgrade
8396148	Nosovci	4282503	2134497	H	STM	XK	Europe/Belgrade
8396149	Kongovica Brdo	4283885	2134187	T	SPUR	XK	Europe/Belgrade
8396150	Kaljaticka Reka	4281547	2134719	H	STM	XK	Europe/Belgrade
8396151	Kamberovo Brdo	4281338	2135519	T	SPUR	XK	Europe/Belgrade
8396152	Ljahovo Brdo	4281233	2136608	T	HLL	XK	Europe/Belgrade
8396153	Kostino Brdo	4280592	213678	T	SLP	XK	Europe/Belgrade
8396154	Brainska Reka	428085	213514	H	STM	XK	Europe/Belgrade
8401376	Mela	4282999	2132062	T	HLL	XK	Europe/Belgrade
8401377	Blac Mahala	4281024	2127544	P	PPL	XK	Europe/Belgrade
8401378	Pod Mahala	4280546	2128443	P	PPL	XK	Europe/Belgrade
8401379	Ljutovic Mahala	4281543	2131246	P	PPL	XK	Europe/Belgrade
8401380	Samokova Cuka	428127	2131494	T	HDLD	XK	Europe/Belgrade
8401381	Baraina	4281441	2129807	T	HLL	XK	Europe/Belgrade
8401382	Kaljaja	4281948	2129768	T	SPUR	XK	Europe/Belgrade
8401383	Proni i Muses	4282933	2127164	H	STMI	XK	Europe/Belgrade
8401384	Blinoja	4280575	2130802	T	HLLS	XK	Europe/Belgrade
8401400	Sevarina	4280251	2132343	H	STM	XK	Europe/Belgrade
8401401	Mala Car	4280333	2131782	T	HLL	XK	Europe/Belgrade
8515974	Austriske Glave	4186407	2068006	L	LCTY	XK	Europe/Skopje
8539263	Mahalla e Hoxhes	4291726	2116049	P	PPL	XK	Europe/Belgrade
8539531	Mirocka Cuka	4286853	2100919	T	HLL	XK	Europe/Belgrade
8539561	Roga e Lisit	4279193	2106483	T	HLL	XK	Europe/Belgrade
8539589	Roga e Ahmetit	4281007	210793	T	HLL	XK	Europe/Belgrade
8540174	Zekic Mahala	4278051	2101064	P	PPL	XK	Europe/Belgrade
8540950	Velika Cuka	4285885	2113758	T	SPUR	XK	Europe/Belgrade
8540952	Roga	4287179	211583	T	VAL	XK	Europe/Belgrade
8540971	Roga e Kijave	4281799	2113596	T	HLL	XK	Europe/Belgrade
8540972	Roga Rakovic	427935	2112765	T	SPUR	XK	Europe/Belgrade
8540973	Homovic Mahala	4280214	2116195	P	PPL	XK	Europe/Belgrade
8540988	Kunga	4277181	2115668	T	SLP	XK	Europe/Belgrade
8541117	Spate	4286136	2126715	T	SLP	XK	Europe/Belgrade
8541119	Roga e Male	4285159	2126095	T	SPUR	XK	Europe/Belgrade
8541137	Kodra e Rezjes	428091	2125216	T	HLL	XK	Europe/Belgrade
8541138	Kodra e Vorave	4280331	212535	T	HLL	XK	Europe/Belgrade
8541139	Kodra e Topalit	4280029	2126445	T	SPUR	XK	Europe/Belgrade
8541146	Trpeza	4285784	2130631	P	PPLL	XK	Europe/Belgrade
8541148	Kodra e Surdulit	4284616	2128621	T	MT	XK	Europe/Belgrade
8541345	Zar Mahala	4280872	2129241	P	PPL	XK	Europe/Belgrade
8541346	Kodra e Licenit	427996	2128524	T	HLL	XK	Europe/Belgrade
9288285	Guri Seremetica	4207175	2078599	T	PK	XK	Europe/Belgrade
9507012	Drum	422509	2143485	T	SPUR	XK	Europe/Belgrade
9507013	Suvo Bucje	4226145	2143872	T	SDL	XK	Europe/Belgrade
9507014	Trnovite Njive	42277	2146037	T	SLP	XK	Europe/Belgrade
9509156	Rafsa	4215921	2103386	T	PK	XK	Europe/Skopje
9525933	Zabel	421002	2127856	L	LCTY	XK	Europe/Skopje
9525934	Vrba	4211003	2129924	T	RDGE	XK	Europe/Skopje
9618279	Ljak i Zanoges	4220001	2114062	T	SPUR	XK	Europe/Belgrade
9618280	Safare	4216182	2118684	L	LCTY	XK	Europe/Skopje
9618281	Globocki Potok	421491	2119679	H	STMI	XK	Europe/Skopje
9618282	Goranacka Reka	421311	2121494	H	STM	XK	Europe/Skopje
9621365	Golema Reka	4209365	2122272	H	STM	XK	Europe/Skopje
9621366	Mala Reka	4209365	2122272	H	STM	XK	Europe/Skopje
9621673	Mali Biljak	4220977	2134996	T	RDGE	XK	Europe/Belgrade
9621674	Proni i Laknes	4218376	2133088	H	STMI	XK	Europe/Belgrade
9621675	Radovica	4217179	2131507	H	STM	XK	Europe/Belgrade
9621676	Kodra e Dimces	4215423	2131593	T	SPUR	XK	Europe/Skopje
9621677	Proi i Konopit	4213948	2129924	H	STM	XK	Europe/Skopje
9622945	Proi i Kerit t Alis	4223822	2137725	H	STM	XK	Europe/Belgrade
9622946	Guri i Asanit	4223907	2138214	T	SPUR	XK	Europe/Belgrade
9828022	Berishe	4247176	2027701	P	PPL	XK	Europe/Belgrade
9828023	Qestaj	4246995	2027461	P	PPL	XK	Europe/Belgrade
9828024	Gacafer	4247966	2027265	P	PPL	XK	Europe/Belgrade
9828025	Tofaj	4248295	2026585	P	PPL	XK	Europe/Belgrade
9968821	Emerald	426039	2113083	S	HTL	XK	Europe/Belgrade
9968822	Royal	4265836	2115676	S	HTL	XK	Europe/Belgrade
9968823	Begolli	4266776	2116565	S	HTL	XK	Europe/Belgrade
9968824	Ora Hotel	4266717	2116254	S	HTL	XK	Europe/Belgrade
9968825	Victory	4264753	2115508	S	HTL	XK	Europe/Belgrade
9968827	Denis	4266066	2114879	S	HTL	XK	Europe/Belgrade
9968830	Lyon	4265972	2117396	S	HTL	XK	Europe/Belgrade
9968832	Real	4265839	2115562	S	HTL	XK	Europe/Belgrade
9968833	Afa	4265742	2116981	S	HTL	XK	Europe/Belgrade
9968834	Luxor	4267232	2119722	S	HTL	XK	Europe/Belgrade
9969705	Sara	4266985	211642	S	HTL	XK	Europe/Belgrade
10096138	Ferizaj District	4236931	2114735	A	ADM1	XK	Europe/Belgrade
10096859	Gjakova District	4238775	204235	A	ADM1	XK	Europe/Belgrade
10097357	Gjilan District	4246078	2146716	A	ADM1	XK	Europe/Belgrade
10097358	Mitrovica District	4289574	20876	A	ADM1	XK	Europe/Belgrade
10097359	Pec District	426632	2030072	A	ADM1	XK	Europe/Belgrade
10097360	Pristina District	4266308	2116486	A	ADM1	XK	Europe/Belgrade
10097361	Prizren District	4221566	2074232	A	ADM1	XK	Europe/Belgrade
10098790	Mitrovica Veriore	4289498	208649	A	ADM2	XK	Europe/Belgrade
10111873	Grand	4265984	2115982	S	HTL	XK	Europe/Belgrade
10113446	Swiss Diamond Hotel	4266269	211637	S	HTL	XK	Europe/Belgrade
10113447	Silver Hotel	4266581	2118303	S	HTL	XK	Europe/Belgrade
10113448	Prishtina Hotel	4265837	2115509	S	HTL	XK	Europe/Belgrade
10113449	Parlament Hotel	4266541	2116643	S	HTL	XK	Europe/Belgrade
10113451	Nartel Hotel	4264905	2114946	S	HTL	XK	Europe/Belgrade
10113452	Aldi Hotel	4262514	2114615	S	HTL	XK	Europe/Belgrade
10113453	Adria	4266044	2114849	S	HTL	XK	Europe/Belgrade
10234868	Royal Hotel Pristina	4265806	2115651	S	HTL	XK	Europe/Belgrade
10236271	Baci	4264816	2115793	S	HTL	XK	Europe/Belgrade
10236499	Victory Hotel Pristina	4264753	2115508	S	HTL	XK	Europe/Belgrade
10236513	Denis Hotel Pristina	4266084	2114883	S	HTL	XK	Europe/Belgrade
10245485	Liria Guesthouse	4264965	2113114	S	HTL	XK	Europe/Belgrade
10245497	Roma Hotel	4266961	2116325	S	HTL	XK	Europe/Belgrade
10278330	Amazona Hotel	4273329	2106842	S	HTL	XK	Europe/Belgrade
10282283	Pejton Hotel	426731	21164	S	HTL	XK	Europe/Belgrade
10305783	Veternik	4224663	2153589	T	MT	XK	Europe/Skopje
11503188	Gjakova Amiko	4243158	2043415	S	AIRB	XK	Europe/Belgrade
11503189	Poluze	4270271	2082324	S	AIRF	XK	Europe/Belgrade
11503190	Resnik	4266259	2066322	S	AIRF	XK	Europe/Belgrade
11503191	Krusevo	426399	2050267	S	AIRF	XK	Europe/Belgrade
11503192	Vali Ranch Heliport	4251361	2153444	S	AIRH	XK	Europe/Belgrade
11749517	KFOR Base Airfield	423459	2119262	S	AIRP	XK	Europe/Belgrade
11903151	Hade e Re	4267906	2112636	P	PPL	XK	Europe/Belgrade
11919555	Mirash	4266686	2104908	P	PPL	XK	Europe/Tirane
11919556	Shkolla Hade	426667	2103054	S	SCH	XK	Europe/Belgrade
11919557	Varrezat Hade	4266856	2102631	S	CMTY	XK	Europe/Belgrade
11919558	Shkolla Arberi	4266806	2115256	S	SCH	XK	Europe/Belgrade
11962634	Patriarchal Monastery	4266119	2026565	S	MSTY	XK	Europe/Belgrade
11811986	Al hoqm mountain jbl alhqm	1370487	4386613	T	MT	YE	Europe/Moscow
11812476	qmt alhurym ALhoreem summit	1374871	4378796	T	MT	YE	Europe/Moscow
11812477	Mustafa Kamel Land ardyt mstfy kaml	1524895	4421342	S	BLDG	YE	Europe/Moscow
11818027	mrkz alrhmt altby Al-Rahma medical center	1368333	4387136	S	HSP	YE	Europe/Moscow
11818028	Al-Rahma Medical Centermrkz alrhmy altby	1368332	4387133	S	HSP	YE	Europe/Moscow
11818029	mdrst alshhyd sadq Secondary School	1368709	438726	S	SCH	YE	Europe/Moscow
11818030	Al-Salam Mosque msjd alslam	1369101	4387305	S	MSQE	YE	Europe/Moscow
11818031	Wadi Raheb	1368914	4386685	S	FRMS	YE	Europe/Moscow
11818032	Saeed Ali Cove kryf	1370528	4386515	H	COVE	YE	Europe/Moscow
11818033	The red Cove alkryf alahmr	136997	4386841	H	COVE	YE	Europe/Moscow
7500737	Federal Republic of Yugoslavia	44	1	A	PCLH	YU	Europe/Belgrade
3359784	Vondelingeiland	-3315268	179838	T	ISL	ZA	Europe/London
3366410	Jutteneiland	-3308318	1795519	T	ISL	ZA	Europe/London
235614	Gulf of Suez	2816667	1	H	GULF		Europe/Skopje
258761	Sea of Crete	36	25	H	SEA		Europe/Athens
265695	Aegean Sea	39	25	H	SEA		Europe/Skopje
363145	Strabo Trench	3433333	27	U	TRNU		Europe/Skopje
363151	Rhodes Basin	3591667	1	U	BSNU		Europe/Skopje
363152	Ptolemy Mountains	1	2458333	U	RDGU		Europe/Skopje
363154	Pliny Trench	1	1	U	TRNU		Europe/Skopje
363157	Nile Fan	33	31	U	FANU		Europe/Skopje
363159	Mediterranean Ridge	34	23	U	RDGU		Europe/Skopje
363160	Levantine Basin	33	29	U	BSNU		Europe/Skopje
363161	Ionian Basin	36	20	U	BSNU		Europe/Malta
363162	Ikaria Trough	3783333	2633333	U	TRGU		Europe/Skopje
363163	Herodotus Trough	1	1	U	TRGU		Europe/Malta
363164	Herodotus Sill	1	1	U	SILU		Europe/Malta
363165	Herodotus Basin	33	28	U	BSNU		Europe/Skopje
363166	Hellenic Trough	1	22	U	TRGU		Europe/Skopje
363167	Hecataeus Seamount	3438333	1	U	SMU		Europe/Skopje
363168	Hecataeus Knoll	3446667	3363333	U	KNLU		Europe/Skopje
363174	Eratosthenes Tablemount	3383333	3266667	U	TMTU		Europe/Skopje
363175	Edremit Trough	2	1	U	TRGU		Europe/Skopje
363179	Cretan Trough	36	25	U	TRGU		Europe/Skopje
363185	Antalya Canyon	3666667	3066667	U	CNYU		Europe/Skopje
363186	Antalya Basin	3566667	1	U	BSNU		Europe/Skopje
363188	Anaximander Ridge	1	30	U	RDGU		Europe/Skopje
363189	Anatolian Trough	40	1	U	TRGU		Europe/Skopje
363195	Alexandria Canyon	31.75	30	U	CNYU		Europe/Skopje
363196	Mediterranean Sea	35	20	H	SEA		Europe/Malta
382524	Amfitriti Bank	3896667	1	U	BNKU		Europe/Skopje
382525	Brooker Bank	3886667	2533333	U	BNKU		Europe/Skopje
382526	Glavki Bank	3958333	1	U	BNKU		Europe/Skopje
382527	Ira Bank	3876667	2418333	U	BNKU		Europe/Skopje
382528	Johnston Bank	2	2538333	U	BNKU		Europe/Skopje
382529	Lesvos Basin	2	1	U	BSNU		Europe/Skopje
382530	Mansell Bank	3923333	2528333	U	BNKU		Europe/Skopje
382531	North Skyros Basin	3916667	25	U	BSNU		Europe/Skopje
382532	South Skyros Basin	3861667	2463333	U	BSNU		Europe/Skopje
382533	Stokes Bank	3888333	2543333	U	BNKU		Europe/Skopje
382534	Venus Bank	2	1	U	BNKU		Europe/Skopje
386872	Argolikos Basin	2	1	U	TRGU		Europe/Skopje
386873	Battos Seamount	1	2041667	U	SMU		Europe/Malta
386874	Cretan-Rhodes Ridge	35	27	U	RDGU		Europe/Skopje
386875	East Mediterranean Ridge	35	25	U	RDGU		Europe/Skopje
386876	Herodotus Rise	3366667	2333333	U	RISU		Europe/Skopje
386877	Kefallinia Valley	3826667	2016667	U	VALU		Europe/Skopje
386878	Kikladhes Plateau	37	25	U	PLTU		Europe/Skopje
386879	Myrtoon Basin	37	24	U	BSNU		Europe/Skopje
386880	Peloponnisos-Cretan Ridge	36	2291667	U	RDGU		Europe/Skopje
386881	Ptolemy Trench	3458333	24	U	TRNU		Europe/Skopje
386882	South Ikaria Basin	3733333	26	U	BSNU		Europe/Skopje
388782	Adana Trough	35.75	33	U	TRGU		Europe/Skopje
388784	Finike Trough	36	30	U	TRGU		Europe/Skopje
388785	Hecataeus Ridge	3441667	1	U	RDGU		Europe/Skopje
448150	Sinaia Bank	38.85	1	U	BNKU		Europe/Skopje
448366	Irving Seamount	3238333	1	U	SMU		Europe/Skopje
453746	Gulf of Riga	2	2358333	H	GULF		Europe/Stockholm
453749	Gulf of Finland	60	27	H	GULF		Europe/Stockholm
503324	Queen Victoria Sea	3	38	H	SEA		Europe/Moscow
630669	Sea of Marmara	4066667	1	H	SEA		Europe/Skopje
630672	Gulf of Bothnia	63	20	H	GULF		Europe/Stockholm
630673	Black Sea	43	35	H	SEA		Europe/Simferopol
630674	Barents Sea	74	36	H	SEA		Europe/Helsinki
685608	Balkan Peninsula	44	23	T	PEN		Europe/Sofia
713066	Sea of Azov	46	36	H	SEA		Europe/Zaporozhye
